,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
annual population survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONS Crown Copyright Reserved [from Nomis on 4 January 2021],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis   :,variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confidence :,95% confidence interval of percent figure (+/-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date       :,Jul 2019-Jun 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,mnemonic,Numerator,Denominator,% all in employment who work in - A:agriculture and fishing (SIC 2007),Conf,Numerator,Denominator,"% all in employment who work in - B,D,E:energy and water (SIC 2007)",Conf,Numerator,Denominator,% all in employment who work in - C:manufacturing (SIC 2007),Conf,Numerator,Denominator,% all in employment who work in - F:construction (SIC 2007),Conf,Numerator,Denominator,"% all in employment who work in - G,I:distribution, hotels and restaurants (SIC 2007)",Conf,Numerator,Denominator,"% all in employment who work in - H,J:transport and communications (SIC 2007)",Conf,Numerator,Denominator,"% all in employment who work in - K-N:banking, finance and insurance (SIC 2007)",Conf,Numerator,Denominator,% all in employment who work in - O-Q:public admin. education and health (SIC 2007),Conf,Numerator,Denominator,% all in employment who work in - R-U:other services (SIC 2007),Conf,Numerator,Denominator,% all in employment who work in - G-U:total services (SIC 2007),Conf
pca10:Stroud,E14000980,#,56400,1.9,*,1600,56400,2.8,*,6900,56400,12.2,5.7,2700,56400,4.8,*,9700,56400,17.1,6.6,7000,56400,12.4,5.7,7500,56400,13.4,5.9,18600,56400,33.0,8.2,1400,56400,2.4,*,44200,56400,78.3,7.2
pca10:Taunton Deane,E14000988,!,56000,!,!,1100,56000,2.1,*,3600,56000,6.5,*,4300,56000,7.7,4.5,11300,56000,20.2,6.8,3400,56000,6.0,*,7700,56000,13.8,5.9,19400,56000,34.6,8.1,3800,56000,6.8,4.3,45500,56000,81.4,6.6
pca10:Tewkesbury,E14000990,!,57200,!,!,!,57200,!,!,7700,57200,13.4,5.8,5000,57200,8.7,4.8,2800,57200,4.9,*,6300,57200,11.0,5.3,9600,57200,16.8,6.4,18600,57200,32.5,8.0,5400,57200,9.5,5.0,42700,57200,74.6,7.4
pca10:The Cotswolds,E14000991,1300,51100,2.5,*,#,51100,3.4,*,5700,51100,11.1,5.6,5100,51100,10.0,5.3,8400,51100,16.4,6.5,5100,51100,10.0,5.3,7400,51100,14.4,6.2,12100,51100,23.6,7.5,4400,51100,8.6,4.9,37300,51100,73.0,7.8
pca10:Thornbury and Yate,E14000994,1100,49700,2.3,*,1800,49700,3.5,*,6000,49700,12.0,4.4,3900,49700,7.8,3.6,7800,49700,15.7,4.9,4500,49700,9.1,3.9,7000,49700,14.0,4.7,14400,49700,29.1,6.1,3300,49700,6.5,3.3,37000,49700,74.4,5.9
pca10:Tiverton and Honiton,E14000996,2000,50500,3.9,*,!,50500,!,!,5000,50500,9.9,5.4,5300,50500,10.6,5.6,11100,50500,21.9,7.5,3600,50500,7.2,4.7,6600,50500,13.0,6.1,14000,50500,27.7,8.1,2700,50500,5.3,*,37900,50500,75.1,7.8
pca10:Torbay,E14000999,!,43800,!,!,600,43800,1.3,*,3800,43800,8.6,2.7,3600,43800,8.2,2.7,11200,43800,25.7,4.2,2300,43800,5.2,2.1,6300,43800,14.5,3.4,13300,43800,30.4,4.4,2600,43800,5.9,2.3,35800,43800,81.7,3.7
pca10:Torridge and West Devon,E14001000,4600,51700,8.9,*,!,51700,!,!,3300,51700,6.4,*,4200,51700,8.1,*,12400,51700,24.0,8.7,#,51700,2.7,*,8500,51700,16.5,7.5,12700,51700,24.5,8.7,3100,51700,6.0,*,38100,51700,73.8,8.9
pca10:Totnes,E14001001,700,37600,1.8,*,!,37600,!,!,3000,37600,8.0,3.8,2700,37600,7.1,3.6,8000,37600,21.4,5.8,2800,37600,7.4,3.7,7600,37600,20.3,5.7,9600,37600,25.5,6.2,2700,37600,7.1,3.6,30700,37600,81.8,5.5
pca10:Truro and Falmouth,E14001003,!,42900,!,!,!,42900,!,!,3200,42900,7.4,*,4000,42900,9.4,*,10000,42900,23.4,9.3,!,42900,!,!,5000,42900,11.6,7.1,14500,42900,33.8,10.4,3100,42900,7.3,*,34000,42900,79.3,8.9
pca10:Wells,E14001026,!,47000,!,!,2400,47000,5.1,*,4200,47000,8.8,*,1500,47000,3.3,*,7400,47000,15.8,6.9,1800,47000,3.9,*,9500,47000,20.2,7.6,17300,47000,36.8,9.1,2200,47000,4.7,*,38200,47000,81.4,7.3
pca10:West Dorset,E14001031,1100,45900,2.4,*,!,45900,!,!,900,45900,2.0,*,6900,45900,15.1,6.5,8700,45900,19.0,7.1,!,45900,!,!,10200,45900,22.2,7.5,12400,45900,27.1,8.0,4800,45900,10.3,5.5,36900,45900,80.4,7.2
pca10:Weston-Super-Mare,E14001038,~,48800,1.0,*,1100,48800,2.2,*,3500,48800,7.2,2.9,5000,48800,10.2,3.3,8700,48800,17.9,4.2,3300,48800,6.8,2.8,9100,48800,18.6,4.3,14100,48800,28.8,5.0,3400,48800,7.0,2.8,38600,48800,79.1,4.5
pca10:Yeovil,E14001060,1100,55800,2.0,*,!,55800,!,!,6300,55800,11.3,5.6,2800,55800,5.1,*,12400,55800,22.2,7.3,3900,55800,7.0,*,9300,55800,16.7,6.6,15200,55800,27.2,7.8,3400,55800,6.0,*,44200,55800,79.2,7.1
pca10:Ynys Mon,W07000041,800,31100,2.5,1.3,600,31100,2.1,1.2,1500,31100,5.0,1.8,2000,31100,6.3,2.0,7100,31100,22.8,3.4,2900,31100,9.3,2.4,3300,31100,10.8,2.5,10800,31100,34.8,3.9,1600,31100,5.2,1.8,25700,31100,82.8,3.1
pca10:Delyn,W07000042,500,34100,1.5,*,800,34100,2.2,*,5900,34100,17.3,4.9,2200,34100,6.5,3.2,6400,34100,18.7,5.0,1700,34100,5.0,2.8,3800,34100,11.1,4.0,10300,34100,30.1,5.9,2100,34100,6.1,3.1,24300,34100,71.1,5.8
pca10:Alyn and Deeside,W07000043,!,46100,!,!,1400,46100,2.9,*,5900,46100,12.9,3.7,3000,46100,6.6,2.8,9000,46100,19.4,4.4,3100,46100,6.7,2.8,8200,46100,17.7,4.3,12500,46100,27.1,5.0,2300,46100,5.1,2.4,35000,46100,76.0,4.8
pca10:Wrexham,W07000044,800,34700,2.2,*,800,34700,2.3,*,7100,34700,20.5,4.6,1900,34700,5.5,2.6,6500,34700,18.8,4.4,2200,34700,6.4,2.8,5100,34700,14.8,4.0,8600,34700,24.8,4.9,1600,34700,4.6,2.4,24100,34700,69.5,5.2
pca10:Llanelli,W07000045,~,34200,1.3,*,700,34200,1.9,*,4700,34200,13.8,4.1,2600,34200,7.7,3.2,5100,34200,15.0,4.2,1600,34200,4.7,2.5,4000,34200,11.5,3.8,13400,34200,39.2,5.8,1600,34200,4.8,2.5,25700,34200,75.2,5.1
pca10:Gower,W07000046,!,41900,!,!,!,41900,!,!,2700,41900,6.4,3.1,2100,41900,5.0,2.7,7900,41900,18.8,4.9,1400,41900,3.3,*,6000,41900,14.2,4.4,18700,41900,44.7,6.2,2500,41900,6.1,3.0,36500,41900,87.1,4.2
pca10:Swansea West,W07000047,!,35000,!,!,!,35000,!,!,1800,35000,5.2,*,2400,35000,7.0,3.6,6000,35000,17.3,5.3,2000,35000,5.8,3.3,5700,35000,16.2,5.2,14400,35000,41.1,7.0,2000,35000,5.7,3.3,30100,35000,86.0,4.9
pca10:Swansea East,W07000048,!,32000,!,!,!,32000,!,!,3100,32000,9.8,4.3,1800,32000,5.6,3.3,7400,32000,23.0,6.1,2400,32000,7.4,3.8,5500,32000,17.2,5.5,9400,32000,29.3,6.6,1900,32000,6.0,3.5,26600,32000,83.0,5.4
pca10:Aberavon,W07000049,!,29500,!,!,~,29500,1.4,*,3600,29500,12.1,4.5,1500,29500,5.0,3.0,6200,29500,21.2,5.7,1500,29500,5.2,3.1,4300,29500,14.6,4.9,8900,29500,30.2,6.4,2100,29500,7.2,3.6,23100,29500,78.4,5.7
pca10:Cardiff Central,W07000050,!,39600,!,!,!,39600,!,!,700,39600,1.8,*,2500,39600,6.4,*,10400,39600,26.4,7.8,2100,39600,5.4,*,5700,39600,14.3,6.2,13300,39600,33.7,8.4,4000,39600,10.1,5.3,35600,39600,89.9,5.3
pca10:Cardiff North,W07000051,!,58800,!,!,!,58800,!,!,4300,58800,7.4,3.6,5500,58800,9.4,4.0,6400,58800,10.9,4.3,2300,58800,3.9,*,11600,58800,19.8,5.5,23700,58800,40.3,6.8,4200,58800,7.2,3.6,48200,58800,82.1,5.3
pca10:Rhondda,W07000052,!,26500,!,!,!,26500,!,!,2700,26500,10.3,5.2,2900,26500,10.9,5.3,2900,26500,11.0,5.3,2300,26500,8.7,4.8,3900,26500,14.8,6.0,9900,26500,37.4,8.2,1000,26500,3.6,*,20100,26500,75.6,7.3
pca10:Torfaen,W07000053,!,35900,!,!,600,35900,1.7,*,5400,35900,14.9,3.3,2700,35900,7.6,2.5,6100,35900,17.0,3.5,1900,35900,5.3,2.1,4200,35900,11.8,3.0,11700,35900,32.6,4.4,2600,35900,7.3,2.4,26600,35900,74.0,4.1
pca10:Monmouth,W07000054,1600,42900,3.7,1.6,800,42900,1.8,*,4400,42900,10.3,2.5,2500,42900,5.9,1.9,7200,42900,16.7,3.1,2300,42900,5.3,1.8,7300,42900,17.1,3.1,14700,42900,34.1,3.9,2100,42900,5.0,1.8,33600,42900,78.2,3.4
pca10:Newport East,W07000055,!,37200,!,!,800,37200,2.2,*,3400,37200,9.0,3.1,2000,37200,5.3,2.4,7700,37200,20.7,4.4,2900,37200,7.8,2.9,6500,37200,17.4,4.1,12500,37200,33.7,5.1,1100,37200,3.0,1.9,30700,37200,82.7,4.1
pca10:Newport West,W07000056,!,45000,!,!,1200,45000,2.6,*,4800,45000,10.6,3.2,3100,45000,6.9,2.6,8100,45000,18.0,4.0,2800,45000,6.1,2.5,7700,45000,17.2,3.9,15600,45000,34.8,4.9,1500,45000,3.3,1.8,35700,45000,79.4,4.2
pca10:Arfon,W07000057,700,24100,2.7,*,~,24100,1.4,*,900,24100,3.6,*,1600,24100,6.7,3.2,4800,24100,19.8,5.1,1900,24100,7.8,3.4,1600,24100,6.5,3.1,10100,24100,41.8,6.3,2200,24100,9.0,3.6,20500,24100,84.8,4.6
pca10:Aberconwy,W07000058,800,23700,3.4,*,~,23700,2.0,*,1700,23700,7.2,3.4,1400,23700,5.7,3.0,5400,23700,22.8,5.4,1000,23700,4.0,*,2800,23700,11.7,4.2,9100,23700,38.2,6.3,800,23700,3.5,*,19000,23700,80.3,5.2
pca10:Clwyd West,W07000059,1500,33700,4.5,2.2,700,33700,2.0,*,1400,33700,4.1,2.1,2100,33700,6.1,2.5,8600,33700,25.5,4.5,1500,33700,4.6,2.2,4100,33700,12.3,3.4,11600,33700,34.5,4.9,2000,33700,6.1,2.5,28000,33700,82.9,3.9
pca10:Vale of Clwyd,W07000060,~,30700,1.2,*,700,30700,2.4,*,3000,30700,9.7,3.0,1800,30700,5.8,2.3,6500,30700,21.1,4.1,1700,30700,5.7,2.3,3100,30700,10.1,3.0,12000,30700,38.9,4.9,1500,30700,4.8,2.1,24800,30700,80.6,4.0
pca10:Dwyfor Meirionnydd,W07000061,3200,33000,9.7,3.3,1300,33000,3.8,2.1,1600,33000,4.8,2.4,2000,33000,6.1,2.7,7900,33000,23.8,4.8,1800,33000,5.3,2.5,3700,33000,11.1,3.5,9500,33000,28.8,5.1,2200,33000,6.6,2.8,24900,33000,75.6,4.8
pca10:Clwyd South,W07000062,1000,35400,2.9,*,600,35400,1.8,*,5500,35400,15.6,4.0,4100,35400,11.5,3.5,5100,35400,14.4,3.8,2000,35400,5.6,2.5,4200,35400,11.8,3.5,9900,35400,27.9,4.9,2600,35400,7.3,2.8,23700,35400,67.1,5.1
pca10:Montgomeryshire,W07000063,4000,30700,13.0,4.4,!,30700,!,!,3200,30700,10.3,3.9,2100,30700,6.9,3.3,4300,30700,14.0,4.5,1500,30700,5.0,*,3700,30700,12.0,4.2,9900,30700,32.3,6.1,1500,30700,4.8,2.8,20900,30700,68.1,6.0
pca10:Ceredigion,W07000064,3700,35600,10.5,2.6,~,35600,1.0,*,1600,35600,4.5,1.8,2700,35600,7.5,2.2,6900,35600,19.4,3.3,1400,35600,3.8,1.6,4400,35600,12.3,2.8,12000,35600,33.6,4.0,2700,35600,7.5,2.2,27200,35600,76.5,3.6
pca10:Preseli Pembrokeshire,W07000065,2200,36600,6.1,2.3,900,36600,2.4,*,2200,36600,6.0,2.3,3400,36600,9.3,2.8,6900,36600,18.8,3.8,2500,36600,6.8,2.5,3700,36600,10.2,3.0,12600,36600,34.5,4.7,2100,36600,5.6,2.3,27800,36600,75.9,4.2
pca10:Carmarthen West and South Pembrokeshire,W07000066,1900,34400,5.6,2.5,~,34400,1.3,*,2700,34400,7.8,2.9,2700,34400,8.0,2.9,8800,34400,25.7,4.7,1900,34400,5.6,2.5,3800,34400,11.0,3.4,9400,34400,27.3,4.8,2600,34400,7.6,2.8,26500,34400,77.1,4.5
pca10:Carmarthen East and Dinefwr,W07000067,1400,29300,4.9,2.7,~,29300,1.0,*,2200,29300,7.4,3.3,2000,29300,6.8,3.2,5200,29300,17.9,4.8,1200,29300,4.2,*,2400,29300,8.1,3.4,12600,29300,43.0,6.3,2000,29300,6.8,3.2,23400,29300,80.0,5.1
pca10:Brecon and Radnorshire,W07000068,2900,31900,9.1,3.6,~,31900,1.1,*,2100,31900,6.5,3.1,2700,31900,8.5,3.5,6800,31900,21.3,5.1,1300,31900,4.0,2.4,3400,31900,10.7,3.8,9600,31900,30.2,5.7,2600,31900,8.1,3.4,23700,31900,74.3,5.4
pca10:Neath,W07000069,!,33600,!,!,~,33600,1.5,*,3500,33600,10.3,3.9,3800,33600,11.3,4.1,5300,33600,15.8,4.7,1200,33600,3.7,*,4800,33600,14.3,4.5,11800,33600,35.1,6.2,1600,33600,4.8,2.8,24800,33600,73.7,5.7
pca10:Cynon Valley,W07000070,!,31100,!,!,!,31100,!,!,5300,31100,16.9,5.9,3000,31100,9.8,4.7,3900,31100,12.6,5.2,2000,31100,6.4,3.8,1900,31100,6.1,*,13700,31100,44.0,7.8,!,31100,!,!,21800,31100,70.2,7.2
pca10:Merthyr Tydfil and Rhymney,W07000071,!,32200,!,!,900,32200,2.8,1.7,4100,32200,12.8,3.3,2700,32200,8.5,2.8,5500,32200,17.2,3.8,1700,32200,5.3,2.3,3400,32200,10.6,3.1,11400,32200,35.5,4.8,1700,32200,5.4,2.3,23800,32200,74.1,4.4
pca10:Blaenau Gwent,W07000072,!,30500,!,!,600,30500,2.1,*,4500,30500,14.6,3.6,2500,30500,8.2,2.8,5600,30500,18.4,4.0,1800,30500,5.9,2.4,3000,30500,9.7,3.0,10300,30500,33.9,4.8,1700,30500,5.7,2.4,22400,30500,73.5,4.5
pca10:Bridgend,W07000073,!,42300,!,!,1200,42300,2.8,1.7,4800,42300,11.4,3.3,2500,42300,5.8,2.4,8900,42300,21.1,4.3,2800,42300,6.6,2.6,6200,42300,14.6,3.7,13600,42300,32.1,4.9,2200,42300,5.2,2.3,33700,42300,79.7,4.2
pca10:Ogmore,W07000074,~,34300,0.9,*,~,34300,0.8,*,4400,34300,12.9,4.1,3100,34300,9.2,3.5,7300,34300,21.4,5.0,1400,34300,4.1,2.4,3000,34300,8.8,3.4,12400,34300,36.2,5.8,1200,34300,3.6,2.2,25400,34300,74.0,5.3
pca10:Pontypridd,W07000075,!,39200,!,!,800,39200,2.1,*,4400,39200,11.4,4.4,2800,39200,7.3,3.6,7700,39200,19.6,5.5,1800,39200,4.5,2.9,5400,39200,13.7,4.8,14100,39200,36.0,6.7,1900,39200,4.8,3.0,30800,39200,78.7,5.7
pca10:Caerphilly,W07000076,!,39100,!,!,!,39100,!,!,6300,39100,16.1,4.3,2400,39100,6.2,2.8,5400,39100,13.9,4.0,2200,39100,5.5,2.7,7200,39100,18.5,4.5,12900,39100,33.0,5.5,2100,39100,5.3,2.6,29800,39100,76.2,5.0
pca10:Islwyn,W07000077,!,37700,!,!,1500,37700,4.0,2.3,5900,37700,15.6,4.3,2800,37700,7.3,3.1,7000,37700,18.6,4.7,2700,37700,7.3,3.1,4100,37700,10.9,3.7,9900,37700,26.2,5.3,2600,37700,7.0,3.1,26400,37700,70.1,5.5
pca10:Vale of Glamorgan,W07000078,!,44500,!,!,700,44500,1.5,*,3600,44500,8.2,2.9,2600,44500,5.9,2.5,7600,44500,17.0,3.9,3400,44500,7.7,2.8,7800,44500,17.5,4.0,15600,44500,35.1,5.0,2700,44500,6.0,2.5,37100,44500,83.3,3.9
pca10:Cardiff West,W07000079,!,49900,!,!,!,49900,!,!,1100,49900,2.3,*,2700,49900,5.5,*,8600,49900,17.3,6.0,5200,49900,10.4,4.8,11200,49900,22.4,6.6,16900,49900,33.9,7.4,1200,49900,2.4,*,43100,49900,86.3,5.4
pca10:Cardiff South and Penarth,W07000080,!,60400,!,!,800,60400,1.4,*,4300,60400,7.1,3.1,2800,60400,4.7,2.6,7400,60400,12.2,4.0,4400,60400,7.3,3.2,9600,60400,15.9,4.5,26200,60400,43.4,6.0,3900,60400,6.5,3.0,51500,60400,85.3,4.3
pca10:Aberdeen North,S14000001,!,57900,!,!,5500,57900,9.4,4.0,2200,57900,3.8,*,3800,57900,6.6,3.4,12800,57900,22.2,5.8,4500,57900,7.9,3.7,7600,57900,13.1,4.7,17500,57900,30.3,6.4,3700,57900,6.4,3.4,46200,57900,79.7,5.6
pca10:Aberdeen South,S14000002,!,52000,!,!,13600,52000,26.1,6.4,1900,52000,3.7,*,3300,52000,6.3,3.5,6500,52000,12.5,4.8,2900,52000,5.6,3.3,8100,52000,15.5,5.2,11400,52000,22.0,6.0,3800,52000,7.2,3.8,32700,52000,62.9,7.0
pca10:Airdrie and Shotts,S14000003,!,40500,!,!,1700,40500,4.3,*,3800,40500,9.5,5.3,3700,40500,9.0,5.2,4800,40500,11.8,5.8,3900,40500,9.6,5.3,7000,40500,17.4,6.8,13500,40500,33.3,8.5,2100,40500,5.2,*,31300,40500,77.2,7.5
pca10:Angus,S14000004,1700,41500,4.0,1.9,1900,41500,4.7,2.1,4100,41500,9.8,3.0,4300,41500,10.3,3.0,7100,41500,17.1,3.7,2200,41500,5.3,2.2,5700,41500,13.8,3.4,11700,41500,28.2,4.5,2600,41500,6.3,2.4,29300,41500,70.6,4.5
pca10:Argyll and Bute,S14000005,1800,40100,4.5,1.8,800,40100,2.0,1.2,2400,40100,6.1,2.0,2400,40100,6.1,2.0,7300,40100,18.1,3.3,2500,40100,6.2,2.1,4800,40100,11.8,2.8,14900,40100,37.1,4.1,3000,40100,7.5,2.2,32400,40100,80.8,3.4
"pca10:Ayr, Carrick and Cumnock",S14000006,1100,37700,2.9,*,!,37700,!,!,2800,37700,7.4,3.0,3100,37700,8.3,3.2,6600,37700,17.5,4.4,2400,37700,6.3,2.8,3100,37700,8.3,3.2,15600,37700,41.4,5.7,2500,37700,6.6,2.9,30200,37700,80.1,4.6
pca10:Banff and Buchan,S14000007,1900,52000,3.6,*,8400,52000,16.1,5.4,6500,52000,12.5,4.9,2500,52000,4.7,*,11300,52000,21.7,6.1,1100,52000,2.2,*,4700,52000,9.1,4.3,11300,52000,21.8,6.1,4300,52000,8.2,4.1,32800,52000,63.0,7.1
"pca10:Berwickshire, Roxburgh and Selkirk",S14000008,3300,44100,7.4,2.8,1500,44100,3.3,1.9,5000,44100,11.3,3.4,2800,44100,6.4,2.6,8500,44100,19.2,4.2,1500,44100,3.4,1.9,5900,44100,13.5,3.6,13200,44100,30.0,4.9,2300,44100,5.1,2.3,31400,44100,71.2,4.8
"pca10:Caithness, Sutherland and Easter Ross",S14000009,600,26600,2.1,*,2400,26600,9.1,*,1600,26600,5.9,*,4600,26600,17.2,8.7,4400,26600,16.7,8.6,1700,26600,6.5,*,2100,26600,7.8,*,7200,26600,27.1,10.2,2000,26600,7.7,*,17500,26600,65.7,10.9
pca10:Central Ayrshire,S14000010,800,38100,2.1,*,1200,38100,3.1,2.0,3500,38100,9.1,3.3,3300,38100,8.6,3.2,8700,38100,22.8,4.8,2700,38100,7.1,3.0,3600,38100,9.6,3.4,12000,38100,31.6,5.4,2100,38100,5.5,2.6,29100,38100,76.5,4.9
"pca10:Coatbridge, Chryston and Bellshill",S14000011,!,45000,!,!,1300,45000,3.0,*,5000,45000,11.0,5.4,4400,45000,9.8,5.1,7300,45000,16.3,6.4,1800,45000,4.0,*,7200,45000,16.0,6.3,15600,45000,34.7,8.2,2000,45000,4.5,*,34000,45000,75.5,7.4
"pca10:Cumbernauld, Kilsyth and Kirkintilloch East",S14000012,!,47000,!,!,~,47000,0.7,*,4200,47000,8.9,3.5,4700,47000,10.0,3.7,7500,47000,16.0,4.6,1600,47000,3.5,2.3,6000,47000,12.7,4.1,18800,47000,40.0,6.1,3800,47000,8.2,3.4,37700,47000,80.3,4.9
pca10:Dumfries and Galloway,S14000013,3200,43400,7.4,3.2,800,43400,1.9,*,3200,43400,7.4,3.2,2400,43400,5.5,2.8,9400,43400,21.7,5.0,3000,43400,7.0,3.1,3900,43400,9.1,3.5,14900,43400,34.4,5.8,2300,43400,5.3,2.7,33600,43400,77.4,5.1
"pca10:Dumfriesshire, Clydesdale and Tweeddale",S14000014,2600,34300,7.5,3.5,1000,34300,3.0,*,2900,34300,8.4,3.7,2800,34300,8.2,3.7,6700,34300,19.5,5.3,2200,34300,6.4,3.3,4500,34300,13.0,4.5,9500,34300,27.6,6.0,2200,34300,6.5,3.3,25000,34300,73.0,5.9
pca10:Dundee East,S14000015,!,40600,!,!,1600,40600,3.9,2.0,2500,40600,6.0,2.5,2500,40600,6.2,2.5,9000,40600,22.1,4.4,2000,40600,4.8,2.3,6200,40600,15.2,3.8,13800,40600,34.0,5.0,2700,40600,6.6,2.6,33600,40600,82.7,4.0
pca10:Dundee West,S14000016,!,43900,!,!,1000,43900,2.3,*,2000,43900,4.6,2.3,2900,43900,6.7,2.7,10100,43900,23.0,4.6,3400,43900,7.8,2.9,5800,43900,13.3,3.7,15500,43900,35.2,5.2,2900,43900,6.7,2.7,37700,43900,85.9,3.8
pca10:Dunfermline and West Fife,S14000017,!,54500,!,!,1800,54500,3.3,*,2400,54500,4.5,*,3600,54500,6.5,3.7,9300,54500,17.1,5.6,7300,54500,13.4,5.1,9500,54500,17.4,5.6,16500,54500,30.2,6.8,3300,54500,6.1,3.6,45900,54500,84.3,5.4
pca10:East Dunbartonshire,S14000018,!,38300,!,!,500,38300,1.4,*,2200,38300,5.6,2.1,2100,38300,5.6,2.0,5400,38300,14.1,3.1,2600,38300,6.7,2.2,8700,38300,22.6,3.7,14100,38300,36.8,4.3,2400,38300,6.4,2.2,33200,38300,86.6,3.0
"pca10:East Kilbride, Strathaven and Lesmahagow",S14000019,!,45000,!,!,1000,45000,2.3,*,3400,45000,7.5,4.5,3700,45000,8.2,4.7,7800,45000,17.4,6.5,2600,45000,5.7,*,6500,45000,14.3,6.0,15900,45000,35.2,8.1,4000,45000,8.8,4.8,36700,45000,81.4,6.6
pca10:East Lothian,S14000020,~,52000,0.9,*,1500,52000,2.9,1.6,2600,52000,5.1,2.1,3600,52000,7.0,2.4,8000,52000,15.3,3.4,2900,52000,5.7,2.2,10300,52000,19.8,3.8,18100,52000,34.9,4.5,3700,52000,7.2,2.4,43100,52000,82.9,3.6
pca10:East Renfrewshire,S14000021,!,45200,!,!,~,45200,0.9,*,3200,45200,7.1,2.4,2600,45200,5.8,2.2,5700,45200,12.7,3.2,3400,45200,7.6,2.5,9400,45200,20.9,3.9,17600,45200,39.1,4.6,2300,45200,5.1,2.1,38500,45200,85.3,3.4
pca10:Edinburgh East,S14000022,!,49800,!,!,!,49800,!,!,3800,49800,7.6,*,!,49800,!,!,8800,49800,17.6,7.9,4900,49800,9.8,*,8700,49800,17.5,7.9,18600,49800,37.4,10.0,3700,49800,7.5,*,44700,49800,89.8,6.3
pca10:Edinburgh North and Leith,S14000023,!,64100,!,!,!,64100,!,!,2100,64100,3.2,*,2800,64100,4.4,*,7100,64100,11.0,5.6,4200,64100,6.5,*,16900,64100,26.4,7.9,25800,64100,40.2,8.8,3500,64100,5.4,*,57400,64100,89.5,5.5
pca10:Edinburgh South,S14000024,!,52300,!,!,!,52300,!,!,!,52300,!,!,1700,52300,3.2,*,13300,52300,25.5,8.5,3900,52300,7.4,*,10800,52300,20.6,7.8,15500,52300,29.5,8.9,5400,52300,10.3,5.9,48800,52300,93.3,4.9
pca10:Edinburgh South West,S14000025,!,59700,!,!,2700,59700,4.5,*,1900,59700,3.1,*,!,59700,!,!,11900,59700,19.9,7.0,5800,59700,9.7,5.2,14100,59700,23.5,7.4,19900,59700,33.3,8.3,2500,59700,4.2,*,54100,59700,90.6,5.1
pca10:Edinburgh West,S14000026,!,48600,!,!,!,48600,!,!,2200,48600,4.6,*,2400,48600,4.9,*,7900,48600,16.3,7.0,3500,48600,7.3,*,13800,48600,28.4,8.5,16400,48600,33.8,9.0,1800,48600,3.6,*,43500,48600,89.5,5.8
pca10:Falkirk,S14000028,!,50800,!,!,1100,50800,2.2,*,3900,50800,7.7,3.2,3000,50800,5.9,2.8,11500,50800,22.7,5.0,3700,50800,7.3,3.1,8500,50800,16.7,4.5,15600,50800,30.8,5.5,1900,50800,3.8,*,41300,50800,81.4,4.6
pca10:Glasgow Central,S14000029,!,46500,!,!,!,46500,!,!,!,46500,!,!,2600,46500,5.5,*,10100,46500,21.7,8.6,3800,46500,8.2,*,8000,46500,17.1,7.9,18600,46500,40.1,10.2,2300,46500,4.9,*,42800,46500,92.0,5.7
pca10:Glasgow East,S14000030,!,40100,!,!,!,40100,!,!,4100,40100,10.2,*,2300,40100,5.7,*,9800,40100,24.4,9.6,2900,40100,7.3,*,5600,40100,14.0,7.8,13400,40100,33.5,10.6,1500,40100,3.8,*,33200,40100,82.9,8.5
pca10:Glasgow North,S14000031,!,30700,!,!,!,30700,!,!,1900,30700,6.1,*,2200,30700,7.2,*,7600,30700,24.7,11.0,3000,30700,9.7,*,4900,30700,16.0,9.3,9800,30700,32.0,11.9,1300,30700,4.4,*,26600,30700,86.7,8.7
pca10:Glasgow North East,S14000032,!,37500,!,!,!,37500,!,!,!,37500,!,!,2700,37500,7.3,*,7600,37500,20.2,9.2,4300,37500,11.4,*,5600,37500,14.9,8.2,13200,37500,35.3,11.0,3000,37500,8.1,*,33700,37500,89.7,7.0
pca10:Glasgow North West,S14000033,!,37200,!,!,!,37200,!,!,2900,37200,7.9,*,2200,37200,5.8,*,8200,37200,22.1,10.1,2300,37200,6.2,*,8400,37200,22.7,10.2,9500,37200,25.4,10.6,2500,37200,6.8,*,30900,37200,83.3,9.1
pca10:Glasgow South,S14000034,!,53600,!,!,2600,53600,4.8,*,1500,53600,2.8,*,3100,53600,5.8,*,10400,53600,19.3,7.7,7000,53600,13.0,6.5,7300,53600,13.6,6.7,15800,53600,29.4,8.8,6000,53600,11.2,6.1,46400,53600,86.6,6.6
pca10:Glasgow South West,S14000035,!,46700,!,!,!,46700,!,!,3100,46700,6.6,*,3200,46700,6.9,*,11600,46700,24.8,8.9,2800,46700,5.9,*,6800,46700,14.6,7.3,14100,46700,30.2,9.4,3700,46700,8.0,*,39000,46700,83.5,7.6
